TOKEN_NO	TOKEN	PREFIX	STEM	SUFFIX	STATUS
1248	ಆಟ	-	ಆಟ	-	Root word is not in the lexicon
1250	ತೆಗೆಯುತಿದರು	-	ತೆಗೆಯುತಿ	ದರು	Root word is not in the lexicon
1250	ತೆಗೆಯುತಿದರು	-	ತೆಗೆಯುತಿ	ದರು	Root word is not in the lexicon
1250	ತೆಗೆಯುತಿದರು	-	ತೆಗೆಯುತಿದ	ರು	Root word is not in the lexicon
1250	ತೆಗೆಯುತಿದರು	-	ತೆಗೆಯುತಿದ	ರು	Root word is not in the lexicon
1251	ಎರೆಮಣ್ಣಲಿ	-	ಎರೆಮಣ್ಣಲಿ	-	Root word is not in the lexicon
1252	ಮನೆಕಟ್ಟಿ	-	ಮನೆಕಟ್ಟಿ	-	Root word is not in the lexicon
1253	ವಾಸ	-	ವಾಸ	-	Root word is not in the lexicon
1254	ಮಾಡುತಿದರು	-	ಮಾಡುತಿ	ದರು	Root word is not in the lexicon
1254	ಮಾಡುತಿದರು	-	ಮಾಡುತಿ	ದರು	Root word is not in the lexicon
1254	ಮಾಡುತಿದರು	-	ಮಾಡುತಿದ	ರು	Root word is not in the lexicon
1254	ಮಾಡುತಿದರು	-	ಮಾಡುತಿದ	ರು	Root word is not in the lexicon
1255	ದೇವುರು	-	ದೇವು	ರು	Root word is not in the lexicon
1255	ದೇವುರು	-	ದೇವು	ರು	Root word is not in the lexicon
1256	ಮೆರೆಸುತಿದರು	-	ಮೆರೆಸುತಿ	ದರು	Root word is not in the lexicon
1256	ಮೆರೆಸುತಿದರು	-	ಮೆರೆಸುತಿ	ದರು	Root word is not in the lexicon
1256	ಮೆರೆಸುತಿದರು	-	ಮೆರೆಸುತಿದ	ರು	Root word is not in the lexicon
1256	ಮೆರೆಸುತಿದರು	-	ಮೆರೆಸುತಿದ	ರು	Root word is not in the lexicon
1257	ಹಳ್ಳಗಳಲಿ	-	ಹಳ್ಳಗಳಲಿ	-	Root word is not in the lexicon
1258	ಅಡಗಿ	ಅ	ಡಗಿ	-	Root word is not in the lexicon
1258	ಅಡಗಿ	ಅ	ಡಗಿ	-	Root word is not in the lexicon
1259	ತೊಗುಮ್ಮನ	-	ತೊಗುಮ್ಮ	ನ	Root word is not in the lexicon
1259	ತೊಗುಮ್ಮನ	-	ತೊಗುಮ್ಮ	ನ	Root word is not in the lexicon
1259	ತೊಗುಮ್ಮನ	-	ತೊಗುಮ್ಮ	ನ	Root word is not in the lexicon
1260	ಆಡುತಿದರು	-	ಆಡುತಿ	ದರು	Root word is not in the lexicon
1260	ಆಡುತಿದರು	-	ಆಡುತಿ	ದರು	Root word is not in the lexicon
1260	ಆಡುತಿದರು	-	ಆಡುತಿದ	ರು	Root word is not in the lexicon
1260	ಆಡುತಿದರು	-	ಆಡುತಿದ	ರು	Root word is not in the lexicon
1261	ಒದ್ದು	-	ಒದ್	ದು	Root word is not in the lexicon
1261	ಒದ್ದು	-	ಒದ್	ದು	Root word is not in the lexicon
1263	ಸೇರಿರುತಿದ	-	ಸೇರಿರುತಿ	ದ	Root word is not in the lexicon
1263	ಸೇರಿರುತಿದ	-	ಸೇರಿರುತಿ	ದ	Root word is not in the lexicon
1263	ಸೇರಿರುತಿದ	-	ಸೇರಿರುತಿ	ದ	Root word is not in the lexicon
1263	ಸೇರಿರುತಿದ	-	ಸೇರಿರುತಿ	ದ	Root word is not in the lexicon
1264	ತೋಡನ	-	ತೋಡ	ನ	Root word is not in the lexicon
1264	ತೋಡನ	-	ತೋಡ	ನ	Root word is not in the lexicon
1264	ತೋಡನ	-	ತೋಡ	ನ	Root word is not in the lexicon
1265	ಬಿಲ	-	ಬಿಲ	-	Root word is not in the lexicon
1266	ಅಗೆದು	ಅ	ಗೆದು	-	Root word is not in the lexicon
1266	ಅಗೆದು	ಅ	ಗೆ	ದು	Root word is not in the lexicon
1268	ಸುಟ್ಟು	ಸು	ಟ್ಟು	-	Root word is not in the lexicon
1268	ಸುಟ್ಟು	ಸು	ಟ್ಟು	-	Root word is not in the lexicon
1269	ತಿನುತಿದರು	-	ತಿನುತಿ	ದರು	Root word is not in the lexicon
1269	ತಿನುತಿದರು	-	ತಿನುತಿ	ದರು	Root word is not in the lexicon
1269	ತಿನುತಿದರು	-	ತಿನುತಿದ	ರು	Root word is not in the lexicon
1269	ತಿನುತಿದರು	-	ತಿನುತಿದ	ರು	Root word is not in the lexicon
1270	ಹಳ್ಳದ	-	ಹಳ್ಳ	ದ	Root word is not in the lexicon
1270	ಹಳ್ಳದ	-	ಹಳ್ಳ	ದ	Root word is not in the lexicon
1270	ಹಳ್ಳದ	-	ಹಳ್ಳ	ದ	Root word is not in the lexicon
1270	ಹಳ್ಳದ	-	ಹಳ್ಳ	ದ	Root word is not in the lexicon
1271	ಅಂಚಿನಲೇ	ಅ	ಂಚಿನಲೇ	-	Root word is not in the lexicon
1271	ಅಂಚಿನಲೇ	-	ಅಂಚಿನ	ಲೇ	Root word is not in the lexicon
1271	ಅಂಚಿನಲೇ	ಅ	ಂಚಿನ	ಲೇ	Root word is not in the lexicon
1272	ಗುರುಮೆ	-	ಗುರುಮೆ	-	Root word is not in the lexicon
1273	ಹಾಕಿರೋ	-	ಹಾಕಿರೋ	-	Root word is not in the lexicon
1274	ಹುಡುಕುತಾ	-	ಹುಡುಕುತಾ	-	Root word is not in the lexicon
1275	ಸಿಕ್ಕರೆ	-	ಸಿಕ್ಕರೆ	-	Root word is not in the lexicon
1276	ಕಿತ್ತು	-	ಕಿತ್ತು	-	Root word is not in the lexicon
1277	ಕೈಹಾಕಿ	-	ಕೈಹಾಕಿ	-	Root word is not in the lexicon
1278	ನಳ್ಳಿ	-	ನಳ್ಳಿ	-	Root word is not in the lexicon
1279	ಹಿಡಿಯುತಿದರು	-	ಹಿಡಿಯುತಿ	ದರು	Root word is not in the lexicon
1279	ಹಿಡಿಯುತಿದರು	-	ಹಿಡಿಯುತಿ	ದರು	Root word is not in the lexicon
1279	ಹಿಡಿಯುತಿದರು	-	ಹಿಡಿಯುತಿದ	ರು	Root word is not in the lexicon
1279	ಹಿಡಿಯುತಿದರು	-	ಹಿಡಿಯುತಿದ	ರು	Root word is not in the lexicon
1280	ನಳ್ಳಿಯ	-	ನಳ್ಳಿ	ಯ	Root word is not in the lexicon
1280	ನಳ್ಳಿಯ	-	ನಳ್ಳಿ	ಯ	Root word is not in the lexicon
1280	ನಳ್ಳಿಯ	-	ನಳ್ಳಿ	ಯ	Root word is not in the lexicon
1281	ವಾಟೆ	-	ವಾಟೆ	-	Root word is not in the lexicon
1282	ಒಳಗಿನ	-	ಒಳಗಿ	ನ	Root word is not in the lexicon
1282	ಒಳಗಿನ	-	ಒಳಗಿ	ನ	Root word is not in the lexicon
1282	ಒಳಗಿನ	-	ಒಳಗಿ	ನ	Root word is not in the lexicon
1283	ಕಸರಿ	-	ಕಸರಿ	-	Root word is not in the lexicon
1284	ಉಳಿದ	-	ಉಳಿ	ದ	Root word is not in the lexicon
1284	ಉಳಿದ	-	ಉಳಿ	ದ	Root word is not in the lexicon
1284	ಉಳಿದ	-	ಉಳಿ	ದ	Root word is not in the lexicon
1284	ಉಳಿದ	-	ಉಳಿ	ದ	Root word is not in the lexicon
1285	ಬೆಂಕಿಯಲಿ	-	ಬೆಂಕಿಯಲಿ	-	Root word is not in the lexicon
1286	ಬೇಯಿಸಿಕೊಂಡು	-	ಬೇಯಿಸಿಕೊಂಡು	-	Root word is not in the lexicon
1287	ಸಮಸಮಪಾಲು	-	ಸಮಸಮಪಾ	ಲು	Root word is not in the lexicon
1287	ಸಮಸಮಪಾಲು	-	ಸಮಸಮಪಾ	ಲು	Root word is not in the lexicon
1288	ತೂತಿಗೆ	-	ತೂತಿ	ಗೆ	Root word is not in the lexicon
1288	ತೂತಿಗೆ	-	ತೂತಿ	ಗೆ	Root word is not in the lexicon
1289	ಹಾಕಿಲದಿದರೂ	-	ಹಾಕಿಲದಿದರೂ	-	Root word is not in the lexicon
1290	ಬಿಲದ	-	ಬಿಲ	ದ	Root word is not in the lexicon
1290	ಬಿಲದ	-	ಬಿಲ	ದ	Root word is not in the lexicon
1290	ಬಿಲದ	-	ಬಿಲ	ದ	Root word is not in the lexicon
1290	ಬಿಲದ	-	ಬಿಲ	ದ	Root word is not in the lexicon
1291	ಬಾಯಲ್ಲಿ	-	ಬಾ	ಯಲ್ಲಿ	Root word is not in the lexicon
1291	ಬಾಯಲ್ಲಿ	-	ಬಾ	ಯಲ್ಲಿ	Root word is not in the lexicon
1292	ನಡೆದಾಡಿರೋ	-	ನಡೆದಾಡಿರೋ	-	Root word is not in the lexicon
1293	ಗುರುತದೆ	-	ಗುರುತದೆ	-	Root word is not in the lexicon
1294	ಈಗೆಲೊ	-	ಈಗೆಲೊ	-	Root word is not in the lexicon
1295	ಬಿಲದೊಳಕ್ಕೆ	-	ಬಿಲದೊಳ	ಕ್ಕೆ	Root word is not in the lexicon
1295	ಬಿಲದೊಳಕ್ಕೆ	-	ಬಿಲದೊಳ	ಕ್ಕೆ	Root word is not in the lexicon
1295	ಬಿಲದೊಳಕ್ಕೆ	-	ಬಿಲದೊಳ	ಕ್ಕೆ	Root word is not in the lexicon
1296	ಹೊಕ್ಕೊಂಡಿರಬೇಕು	-	ಹೊಕ್ಕೊಂಡಿರಬೇಕು	-	Root word is not in the lexicon
1297	ಬಿಲಕೆ	-	ಬಿಲಕೆ	-	Root word is not in the lexicon
1298	ಕೈಹಾಕಿದ	-	ಕೈಹಾಕಿ	ದ	Root word is not in the lexicon
1298	ಕೈಹಾಕಿದ	-	ಕೈಹಾಕಿ	ದ	Root word is not in the lexicon
1298	ಕೈಹಾಕಿದ	-	ಕೈಹಾಕಿ	ದ	Root word is not in the lexicon
1298	ಕೈಹಾಕಿದ	-	ಕೈಹಾಕಿ	ದ	Root word is not in the lexicon
1299	ಮೆತ್ತಗೆ	-	ಮೆತ್ತ	ಗೆ	Root word is not in the lexicon
1299	ಮೆತ್ತಗೆ	-	ಮೆತ್ತ	ಗೆ	Root word is not in the lexicon
1300	ಸಿಕ್್ತಾ	-	ಸಿಕ್್ತಾ	-	Root word is not in the lexicon
1301	ಕೊರವ	-	ಕೊರ	ವ	Root word is not in the lexicon
1301	ಕೊರವ	-	ಕೊರ	ವ	Root word is not in the lexicon
1301	ಕೊರವ	-	ಕೊರ	ವ	Root word is not in the lexicon
1302	ಇರ್್ಬೇಕು	-	ಇರ್್ಬೇಕು	-	Root word is not in the lexicon
1303	ಅಂತೇಳಿ	ಅ	ಂತೇಳಿ	-	Root word is not in the lexicon
1303	ಅಂತೇಳಿ	ಅ	ಂತೇಳಿ	-	Root word is not in the lexicon
1304	ಬಲೆ	-	ಬಲೆ	-	Root word is not in the lexicon
1305	ಖುಷಿಯಿಂದ	-	ಖುಷಿಯಿಂ	ದ	Root word is not in the lexicon
1305	ಖುಷಿಯಿಂದ	-	ಖುಷಿಯಿಂ	ದ	Root word is not in the lexicon
1305	ಖುಷಿಯಿಂದ	-	ಖುಷಿಯಿಂ	ದ	Root word is not in the lexicon
1305	ಖುಷಿಯಿಂದ	-	ಖುಷಿ	ಯಿಂದ	Root word is not in the lexicon
1305	ಖುಷಿಯಿಂದ	-	ಖುಷಿ	ಯಿಂದ	Root word is not in the lexicon
1305	ಖುಷಿಯಿಂದ	-	ಖುಷಿ	ಯಿಂದ	Root word is not in the lexicon
1307	ಎಳೆದರೆ	-	ಎಳೆದರೆ	-	Root word is not in the lexicon
1308	ಹೊಳ್ಳೆಬುಡ್ಡ	-	ಹೊಳ್ಳೆಬುಡ್ಡ	-	Root word is not in the lexicon
1309	ಕೈಗೆ	-	ಕೈ	ಗೆ	Root word is not in the lexicon
1309	ಕೈಗೆ	-	ಕೈ	ಗೆ	Root word is not in the lexicon
1310	ಸುತಿಕೊಂಡುಬುಟ್ಟಿತ್ತು	ಸು	ತಿಕೊಂಡುಬುಟ್ಟಿತ್ತು	-	Root word is not in the lexicon
1310	ಸುತಿಕೊಂಡುಬುಟ್ಟಿತ್ತು	ಸು	ತಿಕೊಂಡುಬುಟ್ಟಿತ್ತು	-	Root word is not in the lexicon
1311	ತೊಳ್ಳೆ	-	ತೊಳ್ಳೆ	-	Root word is not in the lexicon
1312	ಬಾಯಿಗೆ	-	ಬಾಯಿ	ಗೆ	Root word is not in the lexicon
1312	ಬಾಯಿಗೆ	-	ಬಾಯಿ	ಗೆ	Root word is not in the lexicon
1313	ಬಂದಂಗಾಗಿ	-	ಬಂದಂಗಾಗಿ	-	Root word is not in the lexicon
1314	ಹಾರಿ	-	ಹಾರಿ	-	Root word is not in the lexicon
1315	ಕೈ	-	ಕೈ	-	Root word is not in the lexicon
1316	ಒದರುತಾ	-	ಒದರುತಾ	-	Root word is not in the lexicon
1317	ಇಡೀ	-	ಇಡೀ	-	Root word is not in the lexicon
1318	ಹಡ್ಡಲಲೆಲಾ	-	ಹಡ್ಡಲಲೆಲಾ	-	Root word is not in the lexicon
1319	ನೆಗೆದಾಡಿಬುಟ್ಟಿದ್ದ	-	ನೆಗೆದಾಡಿಬುಟ್ಟಿದ್	ದ	Root word is not in the lexicon
1319	ನೆಗೆದಾಡಿಬುಟ್ಟಿದ್ದ	-	ನೆಗೆದಾಡಿಬುಟ್ಟಿದ್	ದ	Root word is not in the lexicon
1319	ನೆಗೆದಾಡಿಬುಟ್ಟಿದ್ದ	-	ನೆಗೆದಾಡಿಬುಟ್ಟಿದ್	ದ	Root word is not in the lexicon
1319	ನೆಗೆದಾಡಿಬುಟ್ಟಿದ್ದ	-	ನೆಗೆದಾಡಿಬುಟ್ಟಿದ್	ದ	Root word is not in the lexicon
1320	ಅವತ್ತಿಂದ	ಅವ	ತ್ತಿಂದ	-	Root word is not in the lexicon
1320	ಅವತ್ತಿಂದ	-	ಅವತ್ತಿಂ	ದ	Root word is not in the lexicon
1320	ಅವತ್ತಿಂದ	-	ಅವತ್ತಿಂ	ದ	Root word is not in the lexicon
1320	ಅವತ್ತಿಂದ	-	ಅವತ್ತಿಂ	ದ	Root word is not in the lexicon
1320	ಅವತ್ತಿಂದ	ಅವ	ತ್ತಿಂ	ದ	Root word is not in the lexicon
1321	ಹಿಡಿಯೋ	-	ಹಿಡಿಯೋ	-	Root word is not in the lexicon
1322	ಕಾಯಕನೇ	-	ಕಾಯಕ	ನೇ	Root word is not in the lexicon
1322	ಕಾಯಕನೇ	-	ಕಾಯಕ	ನೇ	Root word is not in the lexicon
1323	ತೊರೆದುಬುಟ	-	ತೊರೆದುಬುಟ	-	Root word is not in the lexicon
1324	ಬಿಲವಾಗಿದರೆ	-	ಬಿಲವಾಗಿದರೆ	-	Root word is not in the lexicon
1325	ಅದರೊಳಗೆ	ಅ	ದರೊಳಗೆ	-	Root word is not in the lexicon
1325	ಅದರೊಳಗೆ	-	ಅದರೊಳ	ಗೆ	Root word is not in the lexicon
1325	ಅದರೊಳಗೆ	ಅ	ದರೊಳ	ಗೆ	Root word is not in the lexicon
1326	ನಳ್ಳಿಯೋ	-	ನಳ್ಳಿಯೋ	-	Root word is not in the lexicon
1327	ಇರುತದೆ	-	ಇರುತದೆ	-	Root word is not in the lexicon
1328	ಹೇಳಿದರೂ	-	ಹೇಳಿದರೂ	-	Root word is not in the lexicon
1329	ಕೇಳನಿಲ	-	ಕೇಳನಿಲ	-	Root word is not in the lexicon
1331	ಅಬಿಮಾನದ	ಅ	ಬಿಮಾನದ	-	Root word is not in the lexicon
1331	ಅಬಿಮಾನದ	-	ಅಬಿಮಾನ	ದ	Root word is not in the lexicon
1331	ಅಬಿಮಾನದ	-	ಅಬಿಮಾನ	ದ	Root word is not in the lexicon
1331	ಅಬಿಮಾನದ	-	ಅಬಿಮಾನ	ದ	Root word is not in the lexicon
1331	ಅಬಿಮಾನದ	ಅ	ಬಿಮಾನ	ದ	Root word is not in the lexicon
1332	ಮನುಷ	-	ಮನುಷ	-	Root word is not in the lexicon
1333	ಯಾರೊಂದಿಗೂ	-	ಯಾರೊಂದಿಗೂ	-	Root word is not in the lexicon
1334	ಮಕಗಂಟಾಕೊಂಡು	-	ಮಕಗಂಟಾಕೊಂಡು	-	Root word is not in the lexicon
1335	ಮಾತಾಡಿದೋನಲ	-	ಮಾತಾಡಿದೋನಲ	-	Root word is not in the lexicon
1336	ಪಕುಷ	-	ಪಕುಷ	-	Root word is not in the lexicon
1337	ಹಂಗೆ	-	ಹಂ	ಗೆ	Root word is not in the lexicon
1337	ಹಂಗೆ	-	ಹಂ	ಗೆ	Root word is not in the lexicon
1338	ಗಂಟಾಕೊಂಡಿರೋರ	-	ಗಂಟಾಕೊಂಡಿರೋ	ರ	Root word is not in the lexicon
1338	ಗಂಟಾಕೊಂಡಿರೋರ	-	ಗಂಟಾಕೊಂಡಿರೋ	ರ	Root word is not in the lexicon
1338	ಗಂಟಾಕೊಂಡಿರೋರ	-	ಗಂಟಾಕೊಂಡಿರೋ	ರ	Root word is not in the lexicon
1339	ಗಂಟು	-	ಗಂಟು	-	Root word is not in the lexicon
1340	ಬುಡಿಸೋನು	-	ಬುಡಿಸೋ	ನು	Root word is not in the lexicon
1340	ಬುಡಿಸೋನು	-	ಬುಡಿಸೋ	ನು	Root word is not in the lexicon
1341	ಮಗನಿಗಂತು	-	ಮಗನಿಗಂತು	-	Root word is not in the lexicon
1342	ಜೀವ	-	ಜೀ	ವ	Root word is not in the lexicon
1342	ಜೀವ	-	ಜೀ	ವ	Root word is not in the lexicon
1342	ಜೀವ	-	ಜೀ	ವ	Root word is not in the lexicon
1343	ಬೇಕಾದರೂ	-	ಬೇಕಾದರೂ	-	Root word is not in the lexicon
1344	ಕೊಡೊ	-	ಕೊಡೊ	-	Root word is not in the lexicon
1345	ಹಂಬಲ	-	ಹಂಬಲ	-	Root word is not in the lexicon
1346	ಇಟುಕೊಂಡಿದ	-	ಇಟುಕೊಂಡಿ	ದ	Root word is not in the lexicon
1346	ಇಟುಕೊಂಡಿದ	-	ಇಟುಕೊಂಡಿ	ದ	Root word is not in the lexicon
1346	ಇಟುಕೊಂಡಿದ	-	ಇಟುಕೊಂಡಿ	ದ	Root word is not in the lexicon
1346	ಇಟುಕೊಂಡಿದ	-	ಇಟುಕೊಂಡಿ	ದ	Root word is not in the lexicon
1347	ಇವತ್ತು	-	ಇವತ್ತು	-	Root word is not in the lexicon
1348	ಪಡುತಿರೊ	-	ಪಡುತಿರೊ	-	Root word is not in the lexicon
1349	ಪಾಡು	-	ಪಾಡು	-	Root word is not in the lexicon
1350	ಹೋಗೋದಿಕಾಗದೆ	-	ಹೋಗೋದಿಕಾಗದೆ	-	Root word is not in the lexicon
1351	ನಡೆಯತೊಡಗಿದ	-	ನಡೆಯತೊಡಗಿ	ದ	Root word is not in the lexicon
1351	ನಡೆಯತೊಡಗಿದ	-	ನಡೆಯತೊಡಗಿ	ದ	Root word is not in the lexicon
1351	ನಡೆಯತೊಡಗಿದ	-	ನಡೆಯತೊಡಗಿ	ದ	Root word is not in the lexicon
1351	ನಡೆಯತೊಡಗಿದ	-	ನಡೆಯತೊಡಗಿ	ದ	Root word is not in the lexicon
1352	ಗುಡಿಸಲಿಗೆ	-	ಗುಡಿಸಲಿ	ಗೆ	Root word is not in the lexicon
1352	ಗುಡಿಸಲಿಗೆ	-	ಗುಡಿಸಲಿ	ಗೆ	Root word is not in the lexicon
1353	ಗೌಗ್ಗತ್ತಲೆ	-	ಗೌಗ್ಗತ್ತಲೆ	-	Root word is not in the lexicon
1354	ತುಂಬಿತ್ತು	-	ತುಂಬಿತ್ತು	-	Root word is not in the lexicon
1355	ಹಣತೆ	-	ಹಣತೆ	-	Root word is not in the lexicon
1356	ಎಲ್ಲಿದೆಯೋ	-	ಎಲ್ಲಿದೆಯೋ	-	Root word is not in the lexicon
1357	ಬೆಂಕಿಪೊಟ್್ಣ	-	ಬೆಂಕಿಪೊಟ್್ಣ	-	Root word is not in the lexicon
1358	ಹುಡುಕೋರು	-	ಹುಡುಕೋ	ರು	Root word is not in the lexicon
1358	ಹುಡುಕೋರು	-	ಹುಡುಕೋ	ರು	Root word is not in the lexicon
1359	ಸುಮನೆ	-	ಸುಮ	ನೆ	Root word is not in the lexicon
1359	ಸುಮನೆ	ಸು	ಮ	ನೆ	Root word is not in the lexicon
1360	ಮುದ್ದ	-	ಮುದ್	ದ	Root word is not in the lexicon
1360	ಮುದ್ದ	-	ಮುದ್	ದ	Root word is not in the lexicon
1360	ಮುದ್ದ	-	ಮುದ್	ದ	Root word is not in the lexicon
1360	ಮುದ್ದ	-	ಮುದ್	ದ	Root word is not in the lexicon
1361	ಎದುರಾಗಿ	-	ಎದುರಾಗಿ	-	Root word is not in the lexicon
1362	ಮಾತಾಡಿರನಿಲ	-	ಮಾತಾಡಿರನಿಲ	-	Root word is not in the lexicon
1363	ಕಸ್ತೂರಿಯೇ	-	ಕಸ್ತೂರಿಯೇ	-	Root word is not in the lexicon
1364	ಯಾಕಪ್ಪ	-	ಯಾಕಪ್ಪ	-	Root word is not in the lexicon
1365	ಮುದ್ದಣ್ಣ	-	ಮುದ್ದಣ್ಣ	-	Root word is not in the lexicon
1366	ಹಿಂದಟ್ಟಿ	-	ಹಿಂದಟ್ಟಿ	-	Root word is not in the lexicon
1367	ಬಂದೆ	-	ಬ	ಂದೆ	Root word is not in the lexicon
1367	ಬಂದೆ	-	ಬ	ಂದೆ	Root word is not in the lexicon
1367	ಬಂದೆ	-	ಬ	ಂದೆ	Root word is not in the lexicon
1368	ಮನೆಗೋಗು	-	ಮನೆಗೋಗು	-	Root word is not in the lexicon
1369	ಕಸ್ತೂರಣ	-	ಕಸ್ತೂರಣ	-	Root word is not in the lexicon
1370	ನಾಳಿಕೆ	-	ನಾಳಿಕೆ	-	Root word is not in the lexicon
1371	ಇಬ್್ರೂ	-	ಇಬ್್ರೂ	-	Root word is not in the lexicon
1372	ಬರಾನೆ	-	ಬರಾ	ನೆ	Root word is not in the lexicon
1372	ಬರಾನೆ	-	ಬರಾ	ನೆ	Root word is not in the lexicon
1373	ಅಯ್ಯಯ್ಯೋ	ಅ	ಯ್ಯಯ್ಯೋ	-	Root word is not in the lexicon
1373	ಅಯ್ಯಯ್ಯೋ	ಅ	ಯ್ಯಯ್ಯೋ	-	Root word is not in the lexicon
1374	ಬ್ಯಾಡಪ್ಪ	-	ಬ್ಯಾಡಪ್ಪ	-	Root word is not in the lexicon
1376	ಹುಡಿಕೊಂಡು	-	ಹುಡಿಕೊಂಡು	-	Root word is not in the lexicon
1377	ಆಮ್ಯಾಲೆ	-	ಆಮ್ಯಾಲೆ	-	Root word is not in the lexicon
1378	ನೋಡೀವಂತೆ	-	ನೋಡೀವಂತೆ	-	Root word is not in the lexicon
1379	ಬಾರೇಲಿ	-	ಬಾರೇಲಿ	-	Root word is not in the lexicon
1380	ಹೋಯ್್ತೀಯಾ	-	ಹೋಯ್್ತೀ	ಯಾ	Root word is not in the lexicon
1380	ಹೋಯ್್ತೀಯಾ	-	ಹೋಯ್್ತೀ	ಯಾ	Root word is not in the lexicon
1381	ಹುಬ್ಬೇರಿಸಿದ	-	ಹುಬ್ಬೇರಿಸಿ	ದ	Root word is not in the lexicon
1381	ಹುಬ್ಬೇರಿಸಿದ	-	ಹುಬ್ಬೇರಿಸಿ	ದ	Root word is not in the lexicon
1381	ಹುಬ್ಬೇರಿಸಿದ	-	ಹುಬ್ಬೇರಿಸಿ	ದ	Root word is not in the lexicon
1381	ಹುಬ್ಬೇರಿಸಿದ	-	ಹುಬ್ಬೇರಿಸಿ	ದ	Root word is not in the lexicon
1382	ಹುಸಿನಕ್ಕು	-	ಹುಸಿನಕ್ಕು	-	Root word is not in the lexicon
1383	ನನ್್ಮೊಗ	-	ನನ್್ಮೊಗ	-	Root word is not in the lexicon
1384	ಸಿಗೋದಾದ್್ರೆ	-	ಸಿಗೋದಾದ್್ರೆ	-	Root word is not in the lexicon
1385	ಎಲ್್ಗೆಬೇಕಾದ್್ರೂ	-	ಎಲ್್ಗೆಬೇಕಾದ್್ರೂ	-	Root word is not in the lexicon
1386	ನೀನೀಗ	-	ನೀನೀಗ	-	Root word is not in the lexicon
1388	ನಿಮೌವ್ವ	ನಿ	ಮೌವ್ವ	-	Root word is not in the lexicon
1388	ನಿಮೌವ್ವ	-	ನಿಮೌವ್	ವ	Root word is not in the lexicon
1388	ನಿಮೌವ್ವ	-	ನಿಮೌವ್	ವ	Root word is not in the lexicon
1388	ನಿಮೌವ್ವ	ನಿ	ಮೌವ್	ವ	Root word is not in the lexicon
1389	ಬೈದಾರು	-	ಬೈದಾ	ರು	Root word is not in the lexicon
1389	ಬೈದಾರು	-	ಬೈದಾ	ರು	Root word is not in the lexicon
1390	ಹೊಟ್್ಗೆ	-	ಹೊಟ್್	ಗೆ	Root word is not in the lexicon
1390	ಹೊಟ್್ಗೆ	-	ಹೊಟ್್	ಗೆ	Root word is not in the lexicon
1391	ಏನ್್	-	ಏನ್್	-	Root word is not in the lexicon
1392	ಮಾಡ್್ಕೊಂಡಿದ್ದೀ	-	ಮಾಡ್್ಕೊಂಡಿದ್ದೀ	-	Root word is not in the lexicon
1393	ಊರೇಲಿ	-	ಊರೇಲಿ	-	Root word is not in the lexicon
1394	ಇಲ್್ದಿದ್ದೋನು	-	ಇಲ್್ದಿದ್ದೋ	ನು	Root word is not in the lexicon
1394	ಇಲ್್ದಿದ್ದೋನು	-	ಇಲ್್ದಿದ್ದೋ	ನು	Root word is not in the lexicon
1395	ಇನ್ನೇನು	-	ಇನ್ನೇ	ನು	Root word is not in the lexicon
1395	ಇನ್ನೇನು	-	ಇನ್ನೇ	ನು	Root word is not in the lexicon
1396	ಮಾಡ್್ಕೊಂಡಿರ್್ತಿ	-	ಮಾಡ್್ಕೊಂಡಿರ್್ತಿ	-	Root word is not in the lexicon
1397	ನಮ್ಮನೆಗೆ	-	ನಮ್ಮನೆ	ಗೆ	Root word is not in the lexicon
1397	ನಮ್ಮನೆಗೆ	-	ನಮ್ಮನೆ	ಗೆ	Root word is not in the lexicon
1398	ಹೋಗಾನೆ	-	ಹೋಗಾ	ನೆ	Root word is not in the lexicon
1398	ಹೋಗಾನೆ	-	ಹೋಗಾ	ನೆ	Root word is not in the lexicon
1399	ಬಾ	-	ಬಾ	-	Root word is not in the lexicon
1400	ಬಾಯಿಮಾತಿಗೆ	-	ಬಾಯಿಮಾತಿ	ಗೆ	Root word is not in the lexicon
1400	ಬಾಯಿಮಾತಿಗೆ	-	ಬಾಯಿಮಾತಿ	ಗೆ	Root word is not in the lexicon
1401	ಕರೆಯುತಿದಾನೋ	-	ಕರೆಯುತಿದಾನೋ	-	Root word is not in the lexicon
1402	ದಿಟವಾಗಿಯೋ	-	ದಿಟವಾಗಿಯೋ	-	Root word is not in the lexicon
1403	ಯಲಿ	-	ಯಲಿ	-	Root word is not in the lexicon
1404	ತಿಳಿಯನಿಲ	-	ತಿಳಿಯನಿಲ	-	Root word is not in the lexicon
1405	ನಮ್ಮನೇಲಿ	-	ನಮ್ಮನೇಲಿ	-	Root word is not in the lexicon
1406	ಉಣ್ಣೀವಂತೆ	-	ಉಣ್ಣೀವಂತೆ	-	Root word is not in the lexicon
1407	ದಿಟವಾಗಿಯೂ	-	ದಿಟವಾಗಿಯೂ	-	Root word is not in the lexicon
1408	ಒತ್ತಾಯ	-	ಒತ್ತಾ	ಯ	Root word is not in the lexicon
1408	ಒತ್ತಾಯ	-	ಒತ್ತಾ	ಯ	Root word is not in the lexicon
1408	ಒತ್ತಾಯ	-	ಒತ್ತಾ	ಯ	Root word is not in the lexicon
1409	ಮಾಡುತಿದಾನೆ	-	ಮಾಡುತಿದಾ	ನೆ	Root word is not in the lexicon
