TOKEN_NO	TOKEN	PREFIX	STEM	SUFFIX	STATUS
345	ಹುಚ್ಚು	-	ಹುಚ್ಚು	-	Root word is not in the lexicon
346	ಹಿಡಿಯುತ್ತದೆ	-	ಹಿಡಿಯು	ತ್ತದೆ	Root word is not in the lexicon
347	ಯಾವುದೋ	-	ಯಾವುದೋ	-	Root word is not in the lexicon
348	ಗಾಡಿದಾರಿ	-	ಗಾಡಿದಾರಿ	-	Root word is not in the lexicon
349	ಅನುಸರಿಸುತಾ	ಅನು	ಸರಿಸುತಾ	-	Root word is not in the lexicon
349	ಅನುಸರಿಸುತಾ	ಅನು	ಸರಿಸುತಾ	-	Root word is not in the lexicon
350	ಮೋಟಾರು	-	ಮೋಟಾ	ರು	Root word is not in the lexicon
350	ಮೋಟಾರು	-	ಮೋಟಾ	ರು	Root word is not in the lexicon
351	ವಾಹನ	-	ವಾಹ	ನ	Root word is not in the lexicon
351	ವಾಹನ	-	ವಾಹ	ನ	Root word is not in the lexicon
351	ವಾಹನ	-	ವಾಹ	ನ	Root word is not in the lexicon
352	ಓಡಾಡಿರೋ	-	ಓಡಾಡಿರೋ	-	Root word is not in the lexicon
353	ಚಕುರದ	-	ಚಕುರ	ದ	Root word is not in the lexicon
353	ಚಕುರದ	-	ಚಕುರ	ದ	Root word is not in the lexicon
353	ಚಕುರದ	-	ಚಕುರ	ದ	Root word is not in the lexicon
353	ಚಕುರದ	-	ಚಕುರ	ದ	Root word is not in the lexicon
354	ಗುರುತು	-	ಗುರುತು	-	Root word is not in the lexicon
355	ಅಚ್ಚಳಿಯದೆ	ಅ	ಚ್ಚಳಿಯದೆ	-	Root word is not in the lexicon
355	ಅಚ್ಚಳಿಯದೆ	ಅ	ಚ್ಚಳಿಯದೆ	-	Root word is not in the lexicon
356	ನಿಂತಿತ್ತು	ನಿ	ಂತಿತ್ತು	-	Root word is not in the lexicon
356	ನಿಂತಿತ್ತು	ನಿ	ಂತಿತ್ತು	-	Root word is not in the lexicon
357	ಅಚ್ಚರಿಯಾಯಿತು	ಅ	ಚ್ಚರಿಯಾಯಿತು	-	Root word is not in the lexicon
357	ಅಚ್ಚರಿಯಾಯಿತು	-	ಅಚ್ಚರಿಯಾ	ಯಿತು	Root word is not in the lexicon
357	ಅಚ್ಚರಿಯಾಯಿತು	-	ಅಚ್ಚರಿಯಾ	ಯಿತು	Root word is not in the lexicon
357	ಅಚ್ಚರಿಯಾಯಿತು	ಅ	ಚ್ಚರಿಯಾ	ಯಿತು	Root word is not in the lexicon
358	ಅನುಭವದಲಿ	ಅನು	ಭವದಲಿ	-	Root word is not in the lexicon
358	ಅನುಭವದಲಿ	ಅನು	ಭವದಲಿ	-	Root word is not in the lexicon
359	ಬೋರೆಗೆ	-	ಬೋರೆ	ಗೆ	Root word is not in the lexicon
359	ಬೋರೆಗೆ	-	ಬೋರೆ	ಗೆ	Root word is not in the lexicon
360	ಯಾವ	-	ಯಾ	ವ	Root word is not in the lexicon
360	ಯಾವ	-	ಯಾ	ವ	Root word is not in the lexicon
360	ಯಾವ	-	ಯಾ	ವ	Root word is not in the lexicon
361	ವಾಹನವೂ	-	ವಾಹನವೂ	-	Root word is not in the lexicon
362	ಬಂದಿದ್ದು	-	ಬಂದಿದ್	ದು	Root word is not in the lexicon
362	ಬಂದಿದ್ದು	-	ಬಂದಿದ್	ದು	Root word is not in the lexicon
363	ಕಾಣ	-	ಕಾಣ	-	Root word is not in the lexicon
364	ಎತ್ತಿನ	-	ಎತ್ತಿ	ನ	Root word is not in the lexicon
364	ಎತ್ತಿನ	-	ಎತ್ತಿ	ನ	Root word is not in the lexicon
364	ಎತ್ತಿನ	-	ಎತ್ತಿ	ನ	Root word is not in the lexicon
365	ಗಾಡಿಗಳ	-	ಗಾಡಿ	ಗಳ	Root word is not in the lexicon
365	ಗಾಡಿಗಳ	-	ಗಾಡಿಗ	ಳ	Root word is not in the lexicon
365	ಗಾಡಿಗಳ	-	ಗಾಡಿಗ	ಳ	Root word is not in the lexicon
366	ಬುಟರೆ	-	ಬುಟರೆ	-	Root word is not in the lexicon
367	ವಾಹನಗಳು	-	ವಾಹನ	ಗಳು	Root word is not in the lexicon
367	ವಾಹನಗಳು	-	ವಾಹನಗ	ಳು	Root word is not in the lexicon
367	ವಾಹನಗಳು	-	ವಾಹನಗ	ಳು	Root word is not in the lexicon
368	ಓಡಾಡುವಂಥ	-	ಓಡಾಡುವಂಥ	-	Root word is not in the lexicon
369	ಹಾದಿಯೇ	-	ಹಾದಿಯೇ	-	Root word is not in the lexicon
370	ಇರನಿಲ	-	ಇರನಿಲ	-	Root word is not in the lexicon
371	ಏನಾದರು	-	ಏನಾ	ದರು	Root word is not in the lexicon
371	ಏನಾದರು	-	ಏನಾ	ದರು	Root word is not in the lexicon
371	ಏನಾದರು	-	ಏನಾದ	ರು	Root word is not in the lexicon
371	ಏನಾದರು	-	ಏನಾದ	ರು	Root word is not in the lexicon
372	ಇದರೊಂದಿಗೆ	-	ಇದರೊಂದಿ	ಗೆ	Root word is not in the lexicon
372	ಇದರೊಂದಿಗೆ	-	ಇದರೊಂದಿ	ಗೆ	Root word is not in the lexicon
373	ಬುಟನೇ	-	ಬುಟ	ನೇ	Root word is not in the lexicon
373	ಬುಟನೇ	-	ಬುಟ	ನೇ	Root word is not in the lexicon
374	ಇಲ್ಲಾ	-	ಇಲ್ಲಾ	-	Root word is not in the lexicon
375	ಸಿಕ್ಕಿಹಾಕೊಂಡು	-	ಸಿಕ್ಕಿಹಾಕೊಂಡು	-	Root word is not in the lexicon
376	ನಚ್ಚದಾದ	-	ನಚ್ಚದಾ	ದ	Root word is not in the lexicon
376	ನಚ್ಚದಾದ	-	ನಚ್ಚದಾ	ದ	Root word is not in the lexicon
376	ನಚ್ಚದಾದ	-	ನಚ್ಚದಾ	ದ	Root word is not in the lexicon
376	ನಚ್ಚದಾದ	-	ನಚ್ಚ	ದಾದ	Root word is not in the lexicon
376	ನಚ್ಚದಾದ	-	ನಚ್ಚ	ದಾದ	Root word is not in the lexicon
377	ಸೀತೆಯ	-	ಸೀತೆ	ಯ	Root word is not in the lexicon
377	ಸೀತೆಯ	-	ಸೀತೆ	ಯ	Root word is not in the lexicon
377	ಸೀತೆಯ	-	ಸೀತೆ	ಯ	Root word is not in the lexicon
378	ಕಾಣದ	-	ಕಾಣ	ದ	Root word is not in the lexicon
378	ಕಾಣದ	-	ಕಾಣ	ದ	Root word is not in the lexicon
378	ಕಾಣದ	-	ಕಾಣ	ದ	Root word is not in the lexicon
378	ಕಾಣದ	-	ಕಾಣ	ದ	Root word is not in the lexicon
379	ರಾಮ	-	ರಾಮ	-	Root word is not in the lexicon
380	ಗಿಡನೂ	-	ಗಿಡನೂ	-	Root word is not in the lexicon
381	ಕೇಳುತಾ	-	ಕೇಳುತಾ	-	Root word is not in the lexicon
382	ಮರನೂ	-	ಮರನೂ	-	Root word is not in the lexicon
383	ಯಾಚಿಸುತಾ	-	ಯಾಚಿಸುತಾ	-	Root word is not in the lexicon
384	ಸಿಕ್ಕ	-	ಸಿಕ್ಕ	-	Root word is not in the lexicon
385	ತೊರೆ	-	ತೊರೆ	-	Root word is not in the lexicon
386	ಕೆರೆಕುಂಟೆಗಳನೆಲ	-	ಕೆರೆಕುಂಟೆಗಳನೆಲ	-	Root word is not in the lexicon
387	ವಿಚಾರಿಸುತಾ	-	ವಿಚಾರಿಸುತಾ	-	Root word is not in the lexicon
388	ನಡೆದಂಗೆ	-	ನಡೆದಂ	ಗೆ	Root word is not in the lexicon
388	ನಡೆದಂಗೆ	-	ನಡೆದಂ	ಗೆ	Root word is not in the lexicon
389	ನಡೆನಡೆಯುತಾ	-	ನಡೆನಡೆಯುತಾ	-	Root word is not in the lexicon
390	ಇಳಿಜಾರಿನಲಿ	-	ಇಳಿಜಾರಿನಲಿ	-	Root word is not in the lexicon
391	ಬಿದಿದ್ದ	-	ಬಿದಿದ್	ದ	Root word is not in the lexicon
391	ಬಿದಿದ್ದ	-	ಬಿದಿದ್	ದ	Root word is not in the lexicon
391	ಬಿದಿದ್ದ	-	ಬಿದಿದ್	ದ	Root word is not in the lexicon
391	ಬಿದಿದ್ದ	-	ಬಿದಿದ್	ದ	Root word is not in the lexicon
392	ಪಿಂಡಿ	-	ಪಿಂಡಿ	-	Root word is not in the lexicon
393	ಕಣ್ಣಿಗೆ	-	ಕಣ್ಣಿ	ಗೆ	Root word is not in the lexicon
393	ಕಣ್ಣಿಗೆ	-	ಕಣ್ಣಿ	ಗೆ	Root word is not in the lexicon
395	ಕೋಳಿಮರಿಗೆ	-	ಕೋಳಿಮರಿ	ಗೆ	Root word is not in the lexicon
395	ಕೋಳಿಮರಿಗೆ	-	ಕೋಳಿಮ	ರಿಗೆ	Root word is not in the lexicon
395	ಕೋಳಿಮರಿಗೆ	-	ಕೋಳಿಮ	ರಿಗೆ	Root word is not in the lexicon
396	ಬೀಳೊ	-	ಬೀಳೊ	-	Root word is not in the lexicon
397	ಹದ್ದಿನಂಗೆ	-	ಹದ್ದಿನಂ	ಗೆ	Root word is not in the lexicon
397	ಹದ್ದಿನಂಗೆ	-	ಹದ್ದಿನಂ	ಗೆ	Root word is not in the lexicon
398	ಅತ್ತ	ಅ	ತ್ತ	-	Root word is not in the lexicon
398	ಅತ್ತ	ಅ	ತ್ತ	-	Root word is not in the lexicon
400	ದಿಟ	-	ದಿಟ	-	Root word is not in the lexicon
401	ತರಗೆಲೆ	-	ತರಗೆಲೆ	-	Root word is not in the lexicon
402	ತುಂಬಿದ್ದ	-	ತುಂಬಿದ್	ದ	Root word is not in the lexicon
402	ತುಂಬಿದ್ದ	-	ತುಂಬಿದ್	ದ	Root word is not in the lexicon
402	ತುಂಬಿದ್ದ	-	ತುಂಬಿದ್	ದ	Root word is not in the lexicon
402	ತುಂಬಿದ್ದ	-	ತುಂಬಿದ್	ದ	Root word is not in the lexicon
403	ಕಲ್ಲಿ	-	ಕಲ್ಲಿ	-	Root word is not in the lexicon
404	ತಬ್ಬಲಿಯಂಗೆ	-	ತಬ್ಬಲಿಯಂ	ಗೆ	Root word is not in the lexicon
404	ತಬ್ಬಲಿಯಂಗೆ	-	ತಬ್ಬಲಿಯಂ	ಗೆ	Root word is not in the lexicon
405	ಬಿದ್ದಿತ್ತು	-	ಬಿದ್ದಿತ್ತು	-	Root word is not in the lexicon
406	ಉಸಿರಿಗೆ	-	ಉಸಿರಿ	ಗೆ	Root word is not in the lexicon
406	ಉಸಿರಿಗೆ	-	ಉಸಿ	ರಿಗೆ	Root word is not in the lexicon
406	ಉಸಿರಿಗೆ	-	ಉಸಿ	ರಿಗೆ	Root word is not in the lexicon
407	ಉರುಳುರುಳಿಸಿ	-	ಉರುಳುರುಳಿಸಿ	-	Root word is not in the lexicon
408	ಅನುಮಾನ	ಅನು	ಮಾನ	-	Root word is not in the lexicon
408	ಅನುಮಾನ	-	ಅನುಮಾ	ನ	Root word is not in the lexicon
408	ಅನುಮಾನ	-	ಅನುಮಾ	ನ	Root word is not in the lexicon
408	ಅನುಮಾನ	ಅನು	ಮಾ	ನ	Root word is not in the lexicon
409	ಇಲ್ಲ	-	ಇಲ್ಲ	-	Root word is not in the lexicon
410	ತಮ್ಮುದೇ	-	ತಮ್ಮುದೇ	-	Root word is not in the lexicon
412	ಬಲ	-	ಬಲ	-	Root word is not in the lexicon
413	ಬಂದಂಗಾಯಿತು	-	ಬಂದಂಗಾ	ಯಿತು	Root word is not in the lexicon
413	ಬಂದಂಗಾಯಿತು	-	ಬಂದಂಗಾ	ಯಿತು	Root word is not in the lexicon
413	ಬಂದಂಗಾಯಿತು	-	ಬಂದಂಗಾ	ಯಿತು	Root word is not in the lexicon
414	ತಿಮ್ಮಾಜೀ	-	ತಿಮ್ಮಾಜೀ	-	Root word is not in the lexicon
415	ಮೊಗಾ	-	ಮೊಗಾ	-	Root word is not in the lexicon
416	ಲೋಮೊಗಾ	-	ಲೋಮೊಗಾ	-	Root word is not in the lexicon
417	ಕಿರುಚಿದ	-	ಕಿರುಚಿ	ದ	Root word is not in the lexicon
417	ಕಿರುಚಿದ	-	ಕಿರುಚಿ	ದ	Root word is not in the lexicon
417	ಕಿರುಚಿದ	-	ಕಿರುಚಿ	ದ	Root word is not in the lexicon
417	ಕಿರುಚಿದ	-	ಕಿರುಚಿ	ದ	Root word is not in the lexicon
418	ಇವನು	-	ಇವ	ನು	Root word is not in the lexicon
418	ಇವನು	-	ಇ	ವನು	Root word is not in the lexicon
418	ಇವನು	-	ಇ	ವನು	Root word is not in the lexicon
419	ರಭಸಕೆ	-	ರಭಸಕೆ	-	Root word is not in the lexicon
420	ಬಿಸಿಲಿಗೆ	-	ಬಿಸಿಲಿ	ಗೆ	Root word is not in the lexicon
420	ಬಿಸಿಲಿಗೆ	-	ಬಿಸಿಲಿ	ಗೆ	Root word is not in the lexicon
421	ನರಳುತಾ	-	ನರಳುತಾ	-	Root word is not in the lexicon
422	ಎಲೆಗಳ	-	ಎಲೆಗ	ಳ	Root word is not in the lexicon
422	ಎಲೆಗಳ	-	ಎಲೆಗ	ಳ	Root word is not in the lexicon
423	ಕುಂತಿದ್ದ	ಕು	ಂತಿದ್ದ	-	Root word is not in the lexicon
423	ಕುಂತಿದ್ದ	-	ಕುಂತಿದ್	ದ	Root word is not in the lexicon
423	ಕುಂತಿದ್ದ	-	ಕುಂತಿದ್	ದ	Root word is not in the lexicon
423	ಕುಂತಿದ್ದ	-	ಕುಂತಿದ್	ದ	Root word is not in the lexicon
423	ಕುಂತಿದ್ದ	ಕು	ಂತಿದ್	ದ	Root word is not in the lexicon
424	ಹಕ್ಕಿ	-	ಹಕ್ಕಿ	-	Root word is not in the lexicon
425	ಪಕುಷಿಗಳೆಲ	-	ಪಕುಷಿಗಳೆಲ	-	Root word is not in the lexicon
426	ರಪರಪನೆ	-	ರಪರಪ	ನೆ	Root word is not in the lexicon
426	ರಪರಪನೆ	-	ರಪರಪ	ನೆ	Root word is not in the lexicon
427	ರಕ್ಕೆ	-	ರ	ಕ್ಕೆ	Root word is not in the lexicon
427	ರಕ್ಕೆ	-	ರ	ಕ್ಕೆ	Root word is not in the lexicon
427	ರಕ್ಕೆ	-	ರ	ಕ್ಕೆ	Root word is not in the lexicon
428	ಬಡಿಯುತಾ	-	ಬಡಿಯುತಾ	-	Root word is not in the lexicon
429	ಹಾರಿದವು	-	ಹಾರಿ	ದವು	Root word is not in the lexicon
429	ಹಾರಿದವು	-	ಹಾರಿದ	ವು	Root word is not in the lexicon
429	ಹಾರಿದವು	-	ಹಾರಿದ	ವು	Root word is not in the lexicon
430	ಅದುರಾಡಿತು	ಅ	ದುರಾಡಿತು	-	Root word is not in the lexicon
430	ಅದುರಾಡಿತು	ಅ	ದುರಾಡಿತು	-	Root word is not in the lexicon
431	ಉತ್ತರ	ಉತ್	ತರ	-	Root word is not in the lexicon
431	ಉತ್ತರ	-	ಉತ್ತ	ರ	Root word is not in the lexicon
431	ಉತ್ತರ	-	ಉತ್ತ	ರ	Root word is not in the lexicon
431	ಉತ್ತರ	ಉತ್	ತ	ರ	Root word is not in the lexicon
432	ಇಲ	-	ಇಲ	-	Root word is not in the lexicon
433	ಜಾರಿ	-	ಜಾರಿ	-	Root word is not in the lexicon
434	ಹೋಗಿಬುಟನೇ	-	ಹೋಗಿಬುಟ	ನೇ	Root word is not in the lexicon
434	ಹೋಗಿಬುಟನೇ	-	ಹೋಗಿಬುಟ	ನೇ	Root word is not in the lexicon
435	ಇಳಿಜಾರನಲಿ	-	ಇಳಿಜಾರನಲಿ	-	Root word is not in the lexicon
436	ಸಮಕೆ	-	ಸಮಕೆ	-	Root word is not in the lexicon
437	ಜಾರಿದ	-	ಜಾರಿ	ದ	Root word is not in the lexicon
437	ಜಾರಿದ	-	ಜಾರಿ	ದ	Root word is not in the lexicon
437	ಜಾರಿದ	-	ಜಾರಿ	ದ	Root word is not in the lexicon
437	ಜಾರಿದ	-	ಜಾರಿ	ದ	Root word is not in the lexicon
438	ಸಮತಳ	-	ಸಮತ	ಳ	Root word is not in the lexicon
438	ಸಮತಳ	-	ಸಮತ	ಳ	Root word is not in the lexicon
439	ಸಿಗೋವರೆಗೂ	-	ಸಿಗೋವರೆಗೂ	-	Root word is not in the lexicon
440	ಅಲ್ಲೆಲೂ	ಅ	ಲ್ಲೆಲೂ	-	Root word is not in the lexicon
440	ಅಲ್ಲೆಲೂ	ಅ	ಲ್ಲೆಲೂ	-	Root word is not in the lexicon
442	ಸುಳಿವಿಲ	ಸು	ಳಿವಿಲ	-	Root word is not in the lexicon
442	ಸುಳಿವಿಲ	ಸು	ಳಿವಿಲ	-	Root word is not in the lexicon
443	ಕತೆತ್ತಿ	-	ಕತೆತ್ತಿ	-	Root word is not in the lexicon
444	ಮೇಲು	-	ಮೇ	ಲು	Root word is not in the lexicon
444	ಮೇಲು	-	ಮೇ	ಲು	Root word is not in the lexicon
445	ಭಾಗದಲಿ	-	ಭಾಗದಲಿ	-	Root word is not in the lexicon
446	ಕರಿಚಿಕ್ಕಿಯಂಗೆ	-	ಕರಿಚಿಕ್ಕಿಯಂ	ಗೆ	Root word is not in the lexicon
446	ಕರಿಚಿಕ್ಕಿಯಂಗೆ	-	ಕರಿಚಿಕ್ಕಿಯಂ	ಗೆ	Root word is not in the lexicon
447	ಕಾಣುತಿತು	-	ಕಾಣುತಿತು	-	Root word is not in the lexicon
448	ತಿಮ್ಮಾಜಿ	-	ತಿಮ್ಮಾಜಿ	-	Root word is not in the lexicon
449	ಕಿರುಚುತಲೇ	-	ಕಿರುಚುತ	ಲೇ	Root word is not in the lexicon
449	ಕಿರುಚುತಲೇ	-	ಕಿರುಚುತ	ಲೇ	Root word is not in the lexicon
451	ಪುನೈಸಿ	-	ಪುನೈಸಿ	-	Root word is not in the lexicon
452	ಗಾಡಿದಾರಿಗೆ	-	ಗಾಡಿದಾರಿ	ಗೆ	Root word is not in the lexicon
452	ಗಾಡಿದಾರಿಗೆ	-	ಗಾಡಿದಾ	ರಿಗೆ	Root word is not in the lexicon
452	ಗಾಡಿದಾರಿಗೆ	-	ಗಾಡಿದಾ	ರಿಗೆ	Root word is not in the lexicon
453	ಅವನುಟ್ಟ	ಅವ	ನುಟ್ಟ	-	Root word is not in the lexicon
453	ಅವನುಟ್ಟ	ಅವ	ನುಟ್ಟ	-	Root word is not in the lexicon
454	ಅರಿವೆ	ಅ	ರಿವೆ	-	Root word is not in the lexicon
454	ಅರಿವೆ	ಅ	ರಿವೆ	-	Root word is not in the lexicon
455	ಕಂಡಾವೆಯೆ	-	ಕಂಡಾವೆಯೆ	-	Root word is not in the lexicon
456	ಮೋಟಾರುವಾಹನ	-	ಮೋಟಾರುವಾಹ	ನ	Root word is not in the lexicon
456	ಮೋಟಾರುವಾಹನ	-	ಮೋಟಾರುವಾಹ	ನ	Root word is not in the lexicon
456	ಮೋಟಾರುವಾಹನ	-	ಮೋಟಾರುವಾಹ	ನ	Root word is not in the lexicon
457	ನಿಂತು	ನಿ	ಂತು	-	Root word is not in the lexicon
457	ನಿಂತು	ನಿ	ಂತು	-	Root word is not in the lexicon
458	ಅಲೆಲ	ಅ	ಲೆಲ	-	Root word is not in the lexicon
458	ಅಲೆಲ	ಅ	ಲೆಲ	-	Root word is not in the lexicon
459	ತಿರುಗಾಡಿರೊ	-	ತಿರುಗಾಡಿರೊ	-	Root word is not in the lexicon
460	ಗುರುತುಗಳು	-	ಗುರುತು	ಗಳು	Root word is not in the lexicon
460	ಗುರುತುಗಳು	-	ಗುರುತುಗ	ಳು	Root word is not in the lexicon
460	ಗುರುತುಗಳು	-	ಗುರುತುಗ	ಳು	Root word is not in the lexicon
461	ಮೇಲ್	-	ಮೇಲ್	-	Root word is not in the lexicon
462	ಊರಿದ್ದೊ	-	ಊರಿದ್ದೊ	-	Root word is not in the lexicon
463	ಕಂಡುಕೊಂಡ	-	ಕಂಡುಕೊಂಡ	-	Root word is not in the lexicon
465	ಯಾವೂ	-	ಯಾವೂ	-	Root word is not in the lexicon
466	ಮಗನವಲ	-	ಮಗನವಲ	-	Root word is not in the lexicon
467	ಸತ್ತಿಲ	-	ಸತ್ತಿಲ	-	Root word is not in the lexicon
468	ಅನೋ	ಅ	ನೋ	-	Root word is not in the lexicon
468	ಅನೋ	ಅ	ನೋ	-	Root word is not in the lexicon
469	ಹೆಂಗೋ	-	ಹೆಂಗೋ	-	Root word is not in the lexicon
470	ಹೊಳೆಯುತಿತು	-	ಹೊಳೆಯುತಿತು	-	Root word is not in the lexicon
471	ಅವನೆಲ್ಲಿ	ಅವ	ನೆಲ್ಲಿ	-	Root word is not in the lexicon
471	ಅವನೆಲ್ಲಿ	ಅವ	ನೆಲ್ಲಿ	-	Root word is not in the lexicon
472	ಸುಮಾರು	-	ಸುಮಾ	ರು	Root word is not in the lexicon
472	ಸುಮಾರು	ಸು	ಮಾ	ರು	Root word is not in the lexicon
473	ಅಲೇ	ಅ	ಲೇ	-	Root word is not in the lexicon
473	ಅಲೇ	ಅ	ಲೇ	4,@,13	Root word is not in the lexicon
474	ದುಕ್ಕ	-	ದುಕ್ಕ	-	Root word is not in the lexicon
475	ಇಂಗನಿಲ	-	ಇಂಗನಿಲ	-	Root word is not in the lexicon
476	ಸಂಕಟ	-	ಸಂಕಟ	-	Root word is not in the lexicon
477	ಕಮ್ಮಿಯಾಗನಿಲ	-	ಕಮ್ಮಿಯಾಗನಿಲ	-	Root word is not in the lexicon
478	ಬೇರೆ	-	ಬೇರೆ	-	Root word is not in the lexicon
479	ದಿವಸ	-	ದಿವಸ	-	Root word is not in the lexicon
480	ಆಗಿದ್ದರೆ	-	ಆಗಿದ್ದರೆ	-	Root word is not in the lexicon
481	ಬುಡೋನಲ	-	ಬುಡೋನಲ	-	Root word is not in the lexicon
482	ಕಣ್ಣೂ	-	ಕಣ್ಣೂ	-	Root word is not in the lexicon
483	ಹಾಯಿಸದೆ	-	ಹಾಯಿಸದೆ	-	Root word is not in the lexicon
484	ಅದೇ	ಅ	ದೇ	-	Root word is not in the lexicon
484	ಅದೇ	ಅ	ದೇ	-	Root word is not in the lexicon
485	ಗಾಡಿ	-	ಗಾಡಿ	-	Root word is not in the lexicon
486	ದಾರಿಯಲಿ	-	ದಾರಿಯಲಿ	-	Root word is not in the lexicon
489	ಮಸಾಣದಲಿ	-	ಮಸಾಣದಲಿ	-	Root word is not in the lexicon
490	ಹೂತು	-	ಹೂತು	-	Root word is not in the lexicon
491	ಬರಿದಾದ	-	ಬರಿದಾ	ದ	Root word is not in the lexicon
491	ಬರಿದಾದ	-	ಬರಿದಾ	ದ	Root word is not in the lexicon
491	ಬರಿದಾದ	-	ಬರಿದಾ	ದ	Root word is not in the lexicon
492	ಹಟ್ಟಿಗೆ	-	ಹಟ್ಟಿ	ಗೆ	Root word is not in the lexicon
492	ಹಟ್ಟಿಗೆ	-	ಹಟ್ಟಿ	ಗೆ	Root word is not in the lexicon
493	ಬಂದಾಗಿನ	-	ಬಂದಾಗಿ	ನ	Root word is not in the lexicon
493	ಬಂದಾಗಿನ	-	ಬಂದಾಗಿ	ನ	Root word is not in the lexicon
493	ಬಂದಾಗಿನ	-	ಬಂದಾಗಿ	ನ	Root word is not in the lexicon
494	ಮನಸಾಗಿತ್ತು	-	ಮನಸಾಗಿತ್ತು	-	Root word is not in the lexicon
495	ನೇರಕೆ	-	ನೇರಕೆ	-	Root word is not in the lexicon
497	ಬದ	-	ಬ	ದ	Root word is not in the lexicon
497	ಬದ	-	ಬ	ದ	Root word is not in the lexicon
497	ಬದ	-	ಬ	ದ	Root word is not in the lexicon
497	ಬದ	-	ಬ	ದ	Root word is not in the lexicon
499	ಹೊಲಕ್ಕಿಳಿದು	-	ಹೊಲಕ್ಕಿಳಿ	ದು	Root word is not in the lexicon
499	ಹೊಲಕ್ಕಿಳಿದು	-	ಹೊಲಕ್ಕಿಳಿ	ದು	Root word is not in the lexicon
500	ತಿಟ್ಟ	-	ತಿಟ್ಟ	-	Root word is not in the lexicon
501	ಹಡ್ಡಲಿಗೆ	-	ಹಡ್ಡಲಿ	ಗೆ	Root word is not in the lexicon
501	ಹಡ್ಡಲಿಗೆ	-	ಹಡ್ಡಲಿ	ಗೆ	Root word is not in the lexicon
502	ಅಮಟೆಕಟ್ಟೆ	ಅ	ಮಟೆಕಟ್ಟೆ	-	Root word is not in the lexicon
502	ಅಮಟೆಕಟ್ಟೆ	ಅ	ಮಟೆಕಟ್ಟೆ	-	Root word is not in the lexicon
504	ಕಟ್ಟೆಏರಿ	-	ಕಟ್ಟೆಏರಿ	-	Root word is not in the lexicon
505	ಹಾವಿನಂಗೆ	-	ಹಾವಿನಂ	ಗೆ	Root word is not in the lexicon
505	ಹಾವಿನಂಗೆ	-	ಹಾವಿನಂ	ಗೆ	Root word is not in the lexicon
506	ಮಲಗಿತ್ತು	-	ಮಲಗಿತ್ತು	-	Root word is not in the lexicon
507	ಏರಿಯುದ್ದಕೂ	-	ಏರಿಯುದ್ದಕೂ	-	Root word is not in the lexicon
508	ಗೊಬ್ಬಳಿಮರ	-	ಗೊಬ್ಬಳಿಮ	ರ	Root word is not in the lexicon
508	ಗೊಬ್ಬಳಿಮರ	-	ಗೊಬ್ಬಳಿಮ	ರ	Root word is not in the lexicon
508	ಗೊಬ್ಬಳಿಮರ	-	ಗೊಬ್ಬಳಿಮ	ರ	Root word is not in the lexicon
509	ಉಣ್ಣಿಮೆಳೆ	-	ಉಣ್ಣಿಮೆಳೆ	-	Root word is not in the lexicon
510	ಕಾರೆಗುತ್ತಿ	-	ಕಾರೆಗುತ್ತಿ	-	Root word is not in the lexicon
511	ಉಗಣಿಹಂಬು	-	ಉಗಣಿಹಂಬು	-	Root word is not in the lexicon
512	ಹುಣಸೆಮರಗಳು	-	ಹುಣಸೆಮರ	ಗಳು	Root word is not in the lexicon
512	ಹುಣಸೆಮರಗಳು	-	ಹುಣಸೆಮರಗ	ಳು	Root word is not in the lexicon
512	ಹುಣಸೆಮರಗಳು	-	ಹುಣಸೆಮರಗ	ಳು	Root word is not in the lexicon
513	ಬೆಸಗೊಂಡು	-	ಬೆಸಗೊಂಡು	-	Root word is not in the lexicon
514	ಬೆಳೆದಿದ್ದೊ	-	ಬೆಳೆದಿದ್ದೊ	-	Root word is not in the lexicon
515	ಗೊಬ್ಬಳಿ	-	ಗೊಬ್ಬಳಿ	-	Root word is not in the lexicon
516	ಮರದ	-	ಮರ	ದ	Root word is not in the lexicon
516	ಮರದ	-	ಮರ	ದ	Root word is not in the lexicon
516	ಮರದ	-	ಮರ	ದ	Root word is not in the lexicon
516	ಮರದ	-	ಮರ	ದ	Root word is not in the lexicon
517	ಬುಡಕೊರಗಿ	-	ಬುಡಕೊರಗಿ	-	Root word is not in the lexicon
518	ಕುಂತುಕೊಂಡ	ಕು	ಂತುಕೊಂಡ	-	Root word is not in the lexicon
518	ಕುಂತುಕೊಂಡ	ಕು	ಂತುಕೊಂಡ	-	Root word is not in the lexicon
519	ಕಟ್ಟೆ	-	ಕಟ್ಟೆ	-	Root word is not in the lexicon
521	ನೀರು	-	ನೀ	ರು	Root word is not in the lexicon
521	ನೀರು	-	ನೀ	ರು	Root word is not in the lexicon
522	ತುಂಬಿ	-	ತುಂಬಿ	-	Root word is not in the lexicon
523	ಮದವಾಗಿತ್ತು	-	ಮದವಾಗಿತ್ತು	-	Root word is not in the lexicon
524	ಇದರ	-	ಇ	ದರ	Root word is not in the lexicon
524	ಇದರ	-	ಇದ	ರ	Root word is not in the lexicon
524	ಇದರ	-	ಇದ	ರ	Root word is not in the lexicon
524	ಇದರ	-	ಇದ	ರ	Root word is not in the lexicon
525	ಇನೊಂದು	-	ಇನೊಂ	ದು	Root word is not in the lexicon
